Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
695,Standard,,Bloody,,,SOL Gloves,Jiu Jitsu Robe,Teal,Dosbrak
696,Standard,DJ Mikey B,,Falling Mouthguard,,Bare Fists,Punk Jacket,Red,Dosbrak
697,Standard,Snapback,,,,SOL Gloves,Patriot Flag,Purple,Dosbrak
698,Standard,,Gold Terminator,Falling Mouthguard,Wayfarers,Microphone,The Count,Black,Dosbrak
699,Old Mike,,,,,Microphone,Suit,Teal,Dosbrak
700,Standard,,,,Bruised Eye,SOL Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
701,Bald,,Bloody,Diamond Grill,,SOL Gloves,The Count,Teal,Dosbrak
702,Standard,DJ Mikey B,,,Bruised Eye,Microphone,Punk Jacket,Octagon,Dosbrak
703,Bald,,,,,SOL Gloves,Suit,Mustard,Dosbrak
704,Standard,DJ Mikey B,,,,Bloody Wraps,Suit,Blockasset,Dosbrak
705,Standard,Snapback,,,,,Punk Jacket,Purple,Dosbrak
706,Standard,Sparring Headgear,Bloody,,,,,Mustard,Dosbrak
707,Standard,,,,Wayfarers,Bare Fists,Bloody Body,Black,Dosbrak
708,Standard,,,,,,Tattoo,Teal,Dosbrak
709,Bald,Snapback,Bloody,,,,Bloody Body,Teal,Dosbrak
710,Bald,,Bloody,,,Bloody Gloves,Bloody Body,Red,Dosbrak
711,Old Mike,Snapback,,,,Bloody Gloves,,Teal,Dosbrak
712,Old Mike,,,,Wayfarers,Bloody Gloves,Tattoo,Red,Dosbrak
713,Standard,,,,,Diamond Gloves,Bloody Body,Mustard,Dosbrak
714,Bald,Snapback,Bloody,Falling Mouthguard,,Bare Fists,Suit,Teal,Dosbrak
715,Standard,,,,,Bloody Wraps,,Purple,Dosbrak
716,Standard,Snapback,,,,Bloody Gloves,Jiu Jitsu Robe,Black,Dosbrak
717,Bald,,,,Bruised Eye,Bloody Wraps,,Purple,Dosbrak
718,Standard,,,,Bruised Eye,Bloody Gloves,,Teal,Dosbrak
719,Standard,Sparring Headgear,,,,,,Octagon,Dosbrak
720,Standard,,,,,Bloody Wraps,Patriot Flag,Purple,Dosbrak
721,Bald,,Bloody,,Wayfarers,Bloody Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
722,Standard,Announcer,Bloody,,,Gold Gloves,,Mustard,Dosbrak
723,Standard,,,,Bruised Eye,Knuckle Duster Spikes,Suit,Octagon,Dosbrak
724,Bald,,,,Bruised Eye,199 Belt,Tattoo,Mustard,Dosbrak
725,Standard,,Gold Terminator,Diamond Grill,Laser Eyes,Bloody Gloves,Suit,Black,Dosbrak
726,Standard,Sparring Headgear,,Falling Mouthguard,,,,Mustard,Dosbrak
727,Old Mike,,,,,Gloves,Tattoo,Purple,Dosbrak
728,Standard,DJ Mikey B,,,,Bloody Wraps,,Red,Dosbrak
729,Bald,,,,Wayfarers,Bare Fists,Jiu Jitsu Robe,Red,Dosbrak
730,Standard,,,,Bruised Eye,Gold Gloves,Bloody Body,Mustard,Dosbrak
731,Old Mike,,,,,Bare Fists,Tattoo,Red,Dosbrak
732,Standard,,,,,Bare Fists,The Count,Mustard,Dosbrak
733,Standard,DJ Mikey B,,,,Bloody Gloves,Punk Jacket,Mustard,Dosbrak
734,Old Mike,Announcer,,,Laser Eyes,Bloody Wraps,The Count,Mustard,Dosbrak
735,Standard,,Bloody,,,Microphone,Suit,Teal,Dosbrak
736,Bald,Announcer,,Falling Mouthguard,,,Bloody Body,Blockasset,Dosbrak
737,Standard,Snapback,,,Laser Eyes,,,Red,Dosbrak
738,Bald,Snapback,,,,SOL Gloves,Suit,Black,Dosbrak
739,Standard,,,,,,Jiu Jitsu Robe,Mustard,Dosbrak
740,Standard,,,Cigar,,Bare Fists,Suit,Black,Dosbrak
741,Standard,Announcer,,,,Bloody Gloves,Bloody Body,Mustard,Dosbrak
742,Standard,,,,Bruised Eye,Bare Fists,Suit,Teal,Dosbrak
743,Standard,Sparring Headgear,Red Terminator,,Laser Eyes,,,Red,Dosbrak
744,Bald,,Bloody,,Wayfarers,,Bloody Body,Teal,Dosbrak
745,Bald,,,,Laser Eyes,,,Teal,Dosbrak
746,Bald,,Bloody,,Laser Eyes,Bloody Gloves,Bloody Body,Mustard,Dosbrak
747,Standard,,,,,Gold Gloves,Bloody Body,Teal,Dosbrak
748,Standard,,Bloody,Falling Mouthguard,,,,Black,Dosbrak
749,Bald,Snapback,,,,Gold Gloves,Tattoo,Purple,Dosbrak
750,Standard,,,,Bruised Eye,Gloves,,Red,Dosbrak
751,Bald,,,,,Knuckle Duster Spikes,,Teal,Dosbrak
752,Standard,,Bloody,Diamond Grill,,,Patriot Flag,Red,Dosbrak
753,Bald,,Red Terminator,,Wayfarers,SOL Gloves,Bloody Body,Purple,Dosbrak
754,Standard,,Bloody,Cigar,,Bloody Gloves,Bloody Body,Mustard,Dosbrak
755,Bald,Snapback,,,,199 Belt,Jiu Jitsu Robe,Black,Dosbrak
756,Standard,,,,,SOL Gloves,Suit,Blockasset,Dosbrak
757,Standard,Snapback,,Cigar,Laser Eyes,Knuckle Duster Spikes,Bloody Body,Teal,Dosbrak
758,Standard,Snapback,,,,Knuckle Duster Spikes,Tattoo,Purple,Dosbrak
759,Old Mike,,Red Terminator,,,,Suit,Mustard,Dosbrak
760,Standard,DJ Mikey B,,,,Bloody Gloves,Jiu Jitsu Robe,Red,Dosbrak
761,Standard,,Gold Terminator,Cigar,,Bare Fists,Punk Jacket,Black,Dosbrak
762,Bald,Announcer,,,,Bare Fists,,Black,Dosbrak
763,Bald,Snapback,Bloody,,,Knuckle Duster Spikes,Bloody Body,Mustard,Dosbrak
764,Bald,,Bloody,,,Gloves,Bloody Body,Red,Dosbrak
765,Standard,,,,,SOL Gloves,,Teal,Dosbrak
766,Old Mike,,Bloody,,,Bloody Wraps,Bloody Body,Purple,Dosbrak
767,Standard,,Red Terminator,,Wayfarers,Bloody Gloves,Tattoo,Teal,Dosbrak
768,Bald,,,,,Bare Fists,Jiu Jitsu Robe,Red,Dosbrak
769,Standard,Snapback,,Cigar,,Bloody Wraps,Bloody Body,Black,Dosbrak
770,Standard,,,,,Diamond Gloves,Suit,Mustard,Dosbrak
771,Standard,Sparring Headgear,,Falling Mouthguard,,,,Black,Dosbrak
772,Standard,Snapback,,,Bruised Eye,Bloody Wraps,,Purple,Dosbrak
773,Standard,,,Falling Mouthguard,,Gold Gloves,,Black,Dosbrak
774,Standard,Sparring Headgear,,,,Bare Fists,,Mustard,Dosbrak
775,Bald,Sparring Headgear,,Cigar,,,,Mustard,Dosbrak
776,Bald,Announcer,,,,Bloody Wraps,Suit,Red,Dosbrak
777,Standard,Snapback,,,,Bloody Gloves,Suit,Purple,Dosbrak
778,Bald,,,,,,,Blockasset,Dosbrak
779,Standard,Snapback,,,Laser Eyes,SOL Gloves,,Teal,Dosbrak
780,Bald,,,,Wayfarers,Gold Gloves,Suit,Red,Dosbrak
781,Standard,Announcer,Bloody,,,Gloves,Suit,Purple,Dosbrak
782,Standard,Announcer,,,,,,Mustard,Dosbrak
783,Bald,,,,Bruised Eye,SOL Gloves,Suit,Red,Dosbrak
784,Standard,Announcer,,,Bruised Eye,SOL Gloves,Jiu Jitsu Robe,Teal,Dosbrak
785,Standard,,Bloody,,Wayfarers,Microphone,Suit,Black,Dosbrak
786,Standard,,,Falling Mouthguard,,Bare Fists,Jiu Jitsu Robe,Purple,Dosbrak
787,Standard,,,Cigar,,Bloody Wraps,Suit,Teal,Dosbrak
788,Standard,,Bloody,,,Bloody Wraps,,Black,Dosbrak
789,Standard,,Bloody,,,Gloves,Bloody Body,Red,Dosbrak
790,Bald,,Bloody,,,Bare Fists,Punk Jacket,Purple,Dosbrak
791,Standard,Sparring Headgear,,,,199 Belt,,Purple,Dosbrak
792,Bald,,Red Terminator,Cigar,,Bare Fists,Punk Jacket,Octagon,Dosbrak
793,Standard,,Gold Terminator,,,,,Red,Dosbrak
794,Standard,,,,Wayfarers,,Tattoo,Teal,Dosbrak
795,Standard,Sparring Headgear,Bloody,,,Gloves,,Red,Dosbrak
796,Standard,,Gold Terminator,Cigar,,Bloody Gloves,,Black,Dosbrak
797,Standard,,Bloody,Cigar,,SOL Gloves,,Red,Dosbrak
798,Standard,,Bloody,,,Bloody Wraps,Bloody Body,Purple,Dosbrak
799,Standard,Announcer,,,,Bare Fists,Bloody Body,Mustard,Dosbrak
800,Bald,,Bloody,Cigar,,Bloody Gloves,Jiu Jitsu Robe,Purple,Dosbrak
801,Bald,,,,Bruised Eye,,Bloody Body,Purple,Dosbrak
802,Standard,,,,Wayfarers,Gloves,Jiu Jitsu Robe,Purple,Dosbrak
803,Standard,,,,Bruised Eye,,Bloody Body,Red,Dosbrak
804,Standard,,,,,Gold Gloves,Suit,Mustard,Dosbrak
805,Bald,Announcer,,,,Bloody Gloves,Punk Jacket,Teal,Dosbrak
806,Bald,,Bloody,,Wayfarers,SOL Gloves,Tattoo,Black,Dosbrak
807,Standard,,,,,SOL Gloves,Jiu Jitsu Robe,Black,Dosbrak
808,Standard,Snapback,Red Terminator,Falling Mouthguard,,Microphone,Suit,Teal,Dosbrak
809,Bald,,,Cigar,,,Punk Jacket,Red,Dosbrak
810,Bald,,,,Wayfarers,,Punk Jacket,Black,Dosbrak
811,Bald,Announcer,,,,Bare Fists,Bloody Body,Purple,Dosbrak
812,Old Mike,,,,,Microphone,Suit,Mustard,Dosbrak
813,Bald,,,,,Gloves,,Teal,Dosbrak
814,Standard,,Bloody,,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Mustard,Dosbrak
815,Standard,Sparring Headgear,,,,Gloves,,Red,Dosbrak
816,Old Mike,DJ Mikey B,Red Terminator,,,Gold Gloves,Jiu Jitsu Robe,Black,Dosbrak
817,Standard,,Red Terminator,,,Bare Fists,Bloody Body,Blockasset,Dosbrak
818,Old Mike,Sparring Headgear,,,,Gold Gloves,,Teal,Dosbrak
819,Bald,,Bloody,,,,Jiu Jitsu Robe,Red,Dosbrak
820,Old Mike,DJ Mikey B,Bloody,,,199 Belt,Bloody Body,Teal,Dosbrak
821,Standard,,Red Terminator,,Wayfarers,Bare Fists,Suit,Mustard,Dosbrak
822,Old Mike,Snapback,,Diamond Grill,Bruised Eye,Bare Fists,Patriot Flag,Purple,Dosbrak
823,Standard,,,Cigar,Bruised Eye,,Butcher,Mustard,Dosbrak
824,Standard,,Bloody,Falling Mouthguard,,Gloves,Tattoo,Red,Dosbrak
825,Standard,,Bloody,Falling Mouthguard,Laser Eyes,,Punk Jacket,Red,Dosbrak
826,Bald,,,,Bruised Eye,199 Belt,Punk Jacket,Black,Dosbrak
827,Standard,Snapback,,,,Bare Fists,Bloody Body,Black,Dosbrak
828,Standard,Announcer,,,,,Suit,Mustard,Dosbrak
829,Standard,Sparring Headgear,Red Terminator,,,Bare Fists,,Teal,Dosbrak
830,Standard,,Bloody,Dosbrak Bandana,Laser Eyes,199 Belt,Suit,Mustard,Dosbrak
831,Standard,,,Falling Mouthguard,,,Bloody Body,Mustard,Dosbrak
832,Bald,,,Cigar,Bruised Eye,Gloves,Bloody Body,Purple,Dosbrak
833,Standard,Snapback,,,,,Punk Jacket,Red,Dosbrak
834,Old Mike,,,Diamond Grill,Bruised Eye,,Butcher,Teal,Dosbrak
835,Bald,,,,Laser Eyes,SOL Gloves,Bloody Body,Black,Dosbrak
836,Old Mike,,Red Terminator,,,199 Belt,,Mustard,Dosbrak
837,Standard,Snapback,,Cigar,,Bloody Gloves,,Black,Dosbrak
838,Standard,,,Cigar,,,,Red,Dosbrak
839,Standard,Announcer,,,,SOL Gloves,Jiu Jitsu Robe,Red,Dosbrak
840,Bald,,Gold Terminator,Falling Mouthguard,,Bare Fists,,Purple,Dosbrak
841,Standard,,,,Wayfarers,Bare Fists,Punk Jacket,Mustard,Dosbrak
842,Standard,,,,Laser Eyes,,Butcher,Red,Dosbrak
843,Standard,Snapback,,Diamond Grill,,,,Mustard,Dosbrak
844,Standard,,Bloody,,Laser Eyes,Bloody Gloves,Bloody Body,Purple,Dosbrak
845,Old Mike,,,,Wayfarers,Gloves,Tattoo,Mustard,Dosbrak
846,Bald,,,Cigar,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Red,Dosbrak
847,Standard,,Bloody,Cigar,,Bloody Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
848,Old Mike,Snapback,,,,Bloody Wraps,Bloody Body,Red,Dosbrak
849,Bald,,,,,Gold Gloves,,Mustard,Dosbrak
850,Standard,,,,Wayfarers,,Suit,Black,Dosbrak
851,Standard,,,,Wayfarers,Bloody Wraps,Punk Jacket,Purple,Dosbrak
852,Standard,Snapback,,,,Bare Fists,,Teal,Dosbrak
853,Bald,Snapback,Bloody,Falling Mouthguard,,Bloody Gloves,Suit,Black,Dosbrak
854,Old Mike,,Gold Terminator,,,Bloody Gloves,,Blockasset,Dosbrak
855,Standard,Snapback,,,,Gold Gloves,Suit,Teal,Dosbrak
856,Standard,,,,,,Punk Jacket,Purple,Dosbrak
857,Bald,,,,,,,Teal,Dosbrak
858,Standard,,,,,Gloves,Jiu Jitsu Robe,Red,Dosbrak
859,Old Mike,Announcer,,,Bruised Eye,Bare Fists,Patriot Flag,Red,Dosbrak
860,Standard,,,,,,Bloody Body,Black,Dosbrak
861,Standard,,,Cigar,Wayfarers,,Suit,Red,Dosbrak
862,Standard,Snapback,Bloody,,,Bloody Wraps,Suit,Mustard,Dosbrak
863,Bald,Snapback,,,,Gloves,Suit,Black,Dosbrak
864,Standard,,Bloody,,,Bare Fists,Jiu Jitsu Robe,Red,Dosbrak
865,Standard,DJ Mikey B,,,,Bloody Gloves,Bloody Body,Red,Dosbrak
866,Bald,,,,,Bloody Gloves,,Mustard,Dosbrak
867,Bald,,,,,,Butcher,Octagon,Dosbrak
868,Standard,,,,Wayfarers,Gold Gloves,Bloody Body,Teal,Dosbrak
869,Standard,Sparring Headgear,,,,Bare Fists,,Red,Dosbrak
870,Standard,,Bloody,Cigar,,SOL Gloves,,Teal,Dosbrak
871,Standard,,,,Laser Eyes,SOL Gloves,Bloody Body,Red,Dosbrak
872,Standard,,,,,Gold Gloves,,Mustard,Dosbrak
873,Old Mike,DJ Mikey B,Red Terminator,Diamond Grill,,Gold Gloves,Suit,Mustard,Dosbrak
874,Standard,,,,Wayfarers,Knuckle Duster Spikes,Suit,Black,Dosbrak
875,Standard,,,,Wayfarers,Bloody Wraps,Punk Jacket,Black,Dosbrak
876,Standard,Announcer,Red Terminator,,,199 Belt,Tattoo,Red,Dosbrak
877,Standard,Snapback,,,Bruised Eye,Gold Gloves,Jiu Jitsu Robe,Red,Dosbrak
878,Standard,,Gold Terminator,,Wayfarers,Bloody Gloves,Punk Jacket,Red,Dosbrak
879,Bald,,,,,,Tattoo,Red,Dosbrak
880,Standard,Snapback,,,,199 Belt,,Mustard,Dosbrak
881,Old Mike,,,,,Bloody Gloves,,Red,Dosbrak
882,Old Mike,,,,Bruised Eye,Bare Fists,Bloody Body,Black,Dosbrak
883,Old Mike,,,Diamond Grill,,,Butcher,Black,Dosbrak
884,Standard,Announcer,Bloody,Falling Mouthguard,,,Bloody Body,Mustard,Dosbrak
885,Standard,,Bloody,Falling Mouthguard,,Bloody Wraps,Tattoo,Red,Dosbrak
886,Bald,,,Falling Mouthguard,,Bare Fists,Jiu Jitsu Robe,Black,Dosbrak
887,Old Mike,,,Falling Mouthguard,Laser Eyes,Microphone,Suit,Black,Dosbrak
888,Standard,,,,,Bloody Wraps,Bloody Body,Purple,Dosbrak
889,Standard,Announcer,,Diamond Grill,,SOL Gloves,Bloody Body,Blockasset,Dosbrak
890,Standard,,,,Wayfarers,,Suit,Red,Dosbrak
891,Standard,Snapback,Bloody,,,,Bloody Body,Count's Lair,Dosbrak
892,Bald,,Red Terminator,,,199 Belt,Suit,Mustard,Dosbrak
893,Standard,,,,,Bare Fists,,Red,Dosbrak
894,Standard,,Bloody,Cigar,,Gold Gloves,Jiu Jitsu Robe,Red,Dosbrak
895,Bald,,,,Bruised Eye,Bloody Wraps,,Red,Dosbrak
896,Old Mike,,,,Wayfarers,Bare Fists,Jiu Jitsu Robe,Purple,Dosbrak
897,Standard,,,,,Bloody Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
898,Standard,Announcer,,,,Bare Fists,The Count,Mustard,Dosbrak
899,Standard,DJ Mikey B,,Cigar,,Bare Fists,,Black,Dosbrak
900,Standard,DJ Mikey B,Bloody,,,Microphone,Suit,Blockasset,Dosbrak
901,Standard,,,Cigar,Bruised Eye,,,Teal,Dosbrak
902,Standard,,,,Bruised Eye,Bare Fists,Suit,Blockasset,Dosbrak
903,Standard,,Bloody,,,,,Purple,Dosbrak
904,Standard,,Bloody,,Wayfarers,Gold Gloves,Bloody Body,Blockasset,Dosbrak
905,Old Mike,,Bloody,Diamond Grill,,199 Belt,,Teal,Dosbrak
906,Old Mike,Announcer,,,Laser Eyes,Bloody Gloves,Suit,Black,Dosbrak
907,Bald,,,,,Gold Gloves,Suit,Blockasset,Dosbrak
908,Standard,Announcer,,,Bruised Eye,Bare Fists,Bloody Body,Red,Dosbrak
909,Standard,,,Falling Mouthguard,Wayfarers,Gloves,Tattoo,Teal,Dosbrak
910,Standard,,,,Bruised Eye,,Butcher,Blockasset,Dosbrak
911,Standard,,,,Laser Eyes,Gold Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
912,Old Mike,Sparring Headgear,,,,Gloves,,Black,Dosbrak
913,Standard,Announcer,,,,Bloody Wraps,Punk Jacket,Red,Dosbrak
914,Old Mike,Snapback,,,Bruised Eye,Bloody Wraps,Bloody Body,Red,Dosbrak
915,Bald,,Bloody,,,Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
916,Standard,,,,Bruised Eye,SOL Gloves,Bloody Body,Mustard,Dosbrak
917,Old Mike,,,Diamond Grill,,Gloves,Tattoo,Blockasset,Dosbrak
918,Old Mike,,,,Wayfarers,,Jiu Jitsu Robe,Octagon,Dosbrak
919,Bald,,,Falling Mouthguard,,Gloves,,Black,Dosbrak
920,Bald,,,,Wayfarers,,Bloody Body,Red,Dosbrak
921,Standard,Sparring Headgear,Bloody,,,Gold Gloves,,Red,Dosbrak
922,Standard,,Bloody,,Wayfarers,Gloves,Punk Jacket,Mustard,Dosbrak
923,Bald,,Bloody,Diamond Grill,,,,Mustard,Dosbrak
924,Standard,,Bloody,,Wayfarers,Bloody Wraps,Bloody Body,Red,Dosbrak
925,Standard,Snapback,,,,Gloves,Suit,Teal,Dosbrak
926,Standard,Snapback,Bloody,,,Gold Gloves,,Teal,Dosbrak
927,Standard,,Bloody,Diamond Grill,,Gloves,The Count,Black,Dosbrak
928,Bald,Sparring Headgear,Bloody,Cigar,,199 Belt,,Purple,Dosbrak
929,Standard,,,Falling Mouthguard,,Bare Fists,Jiu Jitsu Robe,Red,Dosbrak
930,Standard,Snapback,,,,Gloves,Patriot Flag,Red,Dosbrak
931,Standard,,Bloody,,,SOL Gloves,Punk Jacket,Red,Dosbrak
932,Standard,Snapback,Gold Terminator,,,Microphone,Suit,Blockasset,Dosbrak
933,Standard,,,Falling Mouthguard,,Bloody Wraps,Bloody Body,Teal,Dosbrak
934,Standard,DJ Mikey B,,Falling Mouthguard,,,Jiu Jitsu Robe,Teal,Dosbrak
935,Standard,,Bloody,,,Bloody Gloves,Suit,Count's Lair,Dosbrak
936,Bald,Sparring Headgear,Red Terminator,Cigar,Laser Eyes,Bare Fists,,Black,Dosbrak
937,Standard,,Bloody,Falling Mouthguard,Wayfarers,Knuckle Duster Spikes,Bloody Body,Black,Dosbrak
938,Old Mike,,,,,199 Belt,Jiu Jitsu Robe,Mustard,Dosbrak
939,Bald,Announcer,Red Terminator,Diamond Grill,,Gloves,Jiu Jitsu Robe,Red,Dosbrak
940,Standard,Sparring Headgear,,Cigar,,Bare Fists,,Teal,Dosbrak
941,Standard,,,,,Bare Fists,Suit,Teal,Dosbrak
942,Standard,Snapback,Bloody,Falling Mouthguard,Laser Eyes,Bloody Gloves,Tattoo,Black,Dosbrak
943,Standard,Sparring Headgear,,,,Bloody Gloves,,Teal,Dosbrak
944,Standard,,,,Laser Eyes,,Butcher,Teal,Dosbrak
945,Standard,,Red Terminator,,,,,Teal,Dosbrak
946,Old Mike,Sparring Headgear,,,,Diamond Gloves,,Teal,Dosbrak
947,Standard,,,,Wayfarers,Bloody Wraps,Patriot Flag,Purple,Dosbrak
948,Standard,Sparring Headgear,,Falling Mouthguard,,Gold Gloves,,Red,Dosbrak
949,Bald,Announcer,,Diamond Grill,,Bloody Wraps,,Teal,Dosbrak
950,Old Mike,Snapback,,,Bruised Eye,,Punk Jacket,Purple,Dosbrak
951,Standard,,Bloody,,,SOL Gloves,Suit,Black,Dosbrak
952,Standard,DJ Mikey B,,Falling Mouthguard,,Microphone,Suit,Teal,Dosbrak
953,Standard,,,,,Bare Fists,Bloody Body,Purple,Dosbrak
954,Standard,Crown,,,,SOL Gloves,Punk Jacket,Mustard,Dosbrak
955,Standard,Announcer,,,,Gloves,The Count,Red,Dosbrak
956,Standard,,,,,Knuckle Duster Spikes,Suit,Blockasset,Dosbrak
957,Bald,,,,,Gloves,The Count,Blockasset,Dosbrak
958,Standard,,,,,199 Belt,Bloody Body,Red,Dosbrak
959,Bald,Sparring Headgear,,,,,,Red,Dosbrak
960,Standard,Announcer,Red Terminator,,,Bloody Gloves,Jiu Jitsu Robe,Purple,Dosbrak
961,Standard,,,Falling Mouthguard,Bruised Eye,199 Belt,Punk Jacket,Purple,Dosbrak
962,Standard,Announcer,Bloody,,,Bloody Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
963,Standard,Snapback,,,Laser Eyes,SOL Gloves,Tattoo,Blockasset,Dosbrak
964,Standard,,,Cigar,Laser Eyes,199 Belt,Suit,Teal,Dosbrak
965,Standard,Snapback,,,,,Bloody Body,Mustard,Dosbrak
966,Standard,,,Cigar,Wayfarers,SOL Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
967,Standard,Sparring Headgear,,,,199 Belt,,Black,Dosbrak
968,Standard,,Bloody,,,Bloody Gloves,Tattoo,Purple,Dosbrak
969,Standard,,Red Terminator,,,,Jiu Jitsu Robe,Mustard,Dosbrak
970,Old Mike,,,Falling Mouthguard,,199 Belt,,Black,Dosbrak
971,Standard,Announcer,,,,,,Black,Dosbrak
972,Bald,,Bloody,,,Bloody Gloves,,Black,Dosbrak
973,Bald,,Bloody,,Wayfarers,Gold Gloves,Jiu Jitsu Robe,Black,Dosbrak
974,Standard,DJ Mikey B,,,,199 Belt,Punk Jacket,Purple,Dosbrak
975,Old Mike,Announcer,,Diamond Grill,Bruised Eye,Gloves,Bloody Body,Black,Dosbrak
976,Standard,DJ Mikey B,,,,Microphone,Suit,Teal,Dosbrak
977,Bald,,Bloody,Falling Mouthguard,Wayfarers,Bloody Gloves,Tattoo,Teal,Dosbrak
978,Bald,Snapback,Bloody,,,Bloody Gloves,Patriot Flag,Mustard,Dosbrak
979,Bald,Sparring Headgear,Bloody,Falling Mouthguard,,Gloves,,Mustard,Dosbrak
980,Standard,,Red Terminator,Falling Mouthguard,,Bloody Wraps,,Black,Dosbrak
981,Standard,Sparring Headgear,,,,Gold Gloves,,Mustard,Dosbrak
982,Standard,,,Falling Mouthguard,,Gloves,Suit,Octagon,Dosbrak
983,Standard,,Bloody,,,Gloves,,Black,Dosbrak
984,Standard,Announcer,Red Terminator,,,Gloves,Bloody Body,Purple,Dosbrak
985,Old Mike,,Bloody,Cigar,,,,Teal,Dosbrak
986,Old Mike,,,,,Bare Fists,The Count,Purple,Dosbrak
987,Old Mike,,Bloody,,Laser Eyes,199 Belt,Bloody Body,Red,Dosbrak
988,Old Mike,DJ Mikey B,,,,Diamond Gloves,Suit,Black,Dosbrak
989,Standard,,Red Terminator,,,SOL Gloves,Jiu Jitsu Robe,Mustard,Dosbrak
990,Old Mike,,,,,Gloves,Punk Jacket,Black,Dosbrak
991,Bald,,,Cigar,,Bloody Gloves,Suit,Red,Dosbrak
992,Bald,,,,Wayfarers,Bloody Wraps,Suit,Mustard,Dosbrak
993,Bald,,Bloody,,,Gloves,Suit,Mustard,Dosbrak
994,Old Mike,Announcer,,,Bruised Eye,,Punk Jacket,Teal,Dosbrak
995,Standard,Announcer,Bloody,Falling Mouthguard,,Bloody Gloves,Punk Jacket,Black,Dosbrak
996,Standard,,,,Wayfarers,Microphone,Suit,Red,Dosbrak
997,Standard,DJ Mikey B,Bloody,,Laser Eyes,Bare Fists,Jiu Jitsu Robe,Mustard,Dosbrak
998,Standard,,,,Laser Eyes,Gloves,,Mustard,Dosbrak
999,Standard,Sparring Headgear,,Falling Mouthguard,,Bare Fists,,Teal,Dosbrak
1000,Standard,,Bloody,Falling Mouthguard,,Microphone,Suit,Teal,Dosbrak
1001,Old Mike,,,Cigar,,Bare Fists,,Teal,Dosbrak
1002,Old Mike,,Bloody,,Wayfarers,Gold Gloves,Bloody Body,Purple,Dosbrak
1003,Standard,,,,,Bare Fists,Tattoo,Purple,Dosbrak
1004,Bald,Sparring Headgear,,,,Bloody Gloves,,Mustard,Dosbrak
1005,Bald,,,Diamond Grill,,Bare Fists,The Count,Black,Dosbrak
1006,Bald,,,Dosbrak Bandana,Wayfarers,Gloves,Tattoo,Black,Dosbrak
1007,Standard,Announcer,,,,SOL Gloves,Tattoo,Red,Dosbrak
1008,Bald,Announcer,Red Terminator,,,,Jiu Jitsu Robe,Black,Dosbrak
1009,Standard,,,,Wayfarers,Bloody Wraps,Bloody Body,Teal,Dosbrak
1010,Standard,,Gold Terminator,,Wayfarers,Bare Fists,Suit,Teal,Dosbrak
1011,Standard,Snapback,,,,Knuckle Duster Spikes,Jiu Jitsu Robe,Blockasset,Dosbrak
1012,Standard,,,,Wayfarers,Microphone,Suit,Purple,Dosbrak
1013,Bald,,Red Terminator,,Wayfarers,,Suit,Mustard,Dosbrak
1014,Standard,DJ Mikey B,,Diamond Grill,,Microphone,Suit,Black,Dosbrak
1015,Old Mike,Announcer,,,Bruised Eye,Bloody Gloves,Bloody Body,Red,Dosbrak
1016,Standard,,,,Laser Eyes,Bloody Wraps,Tattoo,Blockasset,Dosbrak
1017,Standard,,,,Bruised Eye,Gold Gloves,,Red,Dosbrak
1018,Standard,Sparring Headgear,Bloody,,,Bloody Gloves,,Purple,Dosbrak
1019,Standard,,,Diamond Grill,Wayfarers,,Bloody Body,Mustard,Dosbrak
1020,Standard,,,Falling Mouthguard,,,,Mustard,Dosbrak
1021,Old Mike,Snapback,Bloody,,,Bloody Gloves,,Red,Dosbrak
1022,Standard,,,,,Knuckle Duster Spikes,Jiu Jitsu Robe,Red,Dosbrak
1023,Standard,,,,,Knuckle Duster Spikes,Tattoo,Mustard,Dosbrak
1024,Bald,Snapback,,,,Bloody Wraps,Punk Jacket,Black,Dosbrak
1025,Standard,Sparring Headgear,,Falling Mouthguard,,,,Red,Dosbrak
1026,Standard,,Bloody,Cigar,Wayfarers,199 Belt,Jiu Jitsu Robe,Teal,Dosbrak
1027,Bald,,Red Terminator,,Wayfarers,Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1028,Standard,,,,,,Patriot Flag,Red,Dosbrak
1029,Standard,,,,,Bare Fists,Suit,Red,Dosbrak
1030,Standard,Announcer,Red Terminator,Falling Mouthguard,,,Suit,Teal,Dosbrak
1031,Standard,,,Falling Mouthguard,Wayfarers,Bloody Wraps,Tattoo,Black,Dosbrak
1032,Bald,Announcer,Red Terminator,,,Gloves,Tattoo,Red,Dosbrak
1033,Standard,,,Cigar,,Gold Gloves,,Red,Dosbrak
1034,Standard,,,,,Bare Fists,,Teal,Dosbrak
1035,Standard,,,,,Bloody Wraps,Suit,Purple,Dosbrak
