Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
687,Old,,,Diamond Grill,Eye Injury,Old Ball,Black Tie,Red,Dosbrak
688,Old,,,,,NZ Ball,Shirt,Black,Dosbrak
689,Standard,,,,Eye Injury,Boots,NZ Away Jersey,Blue,Dosbrak
690,Old,,Sweat,,,NZ Ball,Yellow Jersey,Orange,Dosbrak
691,Standard,Halo,,,Wayfarers,Ball,Blue Suit,Blue,Dosbrak
692,Young,,,NZ Mouth Guard,,,Solana Jersey,Purple,Dosbrak
693,Standard,,,,,Ball,Blue Suit,Red,Dosbrak
694,Standard,,Haka,,,Ball,Black Tie,Red,Dosbrak
695,Standard,BA Snapback,Haka,,,Egg Ball,NZ Jersey,Orange,Dosbrak
696,Standard,Hat,Sweat,,,Boots,NZ Jersey,Orange,Dosbrak
697,Standard,,,,,Ball,CM Jersey,Gold,Dosbrak
698,Standard,Halo,,NZ Mouth Guard,Wayfarers,Gold Chain,NZ Away Jersey,Blockasset,Dosbrak
699,Young,,,,,Crown Ball,NZ Jersey,Blue,Dosbrak
700,Standard,,Sweat,,Wayfarers,Ball,NZ Old Jersey,Black,Dosbrak
701,Standard,Headband,Haka,,,Boom Box,CM Jersey,Purple,Dosbrak
702,Standard,,Sweat,,,Egg Ball,Solana Jersey,Purple,Dosbrak
703,Standard,,,,Wayfarers,Boom Box,Blue Suit,Purple,Dosbrak
704,Standard,,,NZ Mouth Guard,,Crown Ball,NZ Old Jersey,Red,Dosbrak
705,Standard,,,,Eye Injury,Old Ball,Yellow Jersey,Red,Dosbrak
706,Standard,,,NZ Mouth Guard,,Boots,NZ Away Jersey,Gold,Dosbrak
707,Old,BA Snapback,,,Wayfarers,Ball,NZ Away Jersey,Orange,Dosbrak
708,Old,BA Snapback,Bane,,,Ball,Solana Jersey,Orange,Dosbrak
709,Standard,Halo,Haka,,,Gold Chain,Yellow Jersey,Purple,Dosbrak
710,Standard,Hat,Haka,,,,NZ Jersey,Purple,Dosbrak
711,Standard,,,,Wayfarers,Boots,Solana Jersey,Blue,Dosbrak
712,Standard,,,,,NZ Ball,Blue Suit,Orange,Dosbrak
713,Standard,,Haka,,,NZ Ball,NZ Jersey,Red,Dosbrak
714,Standard,,,Solana Mouthguard,Eye Injury,Ball,NZ Old Jersey,Black,Dosbrak
715,Standard,Headband,Haka,,,Old Ball,Blue Suit,Red,Dosbrak
716,Standard,,Haka,,,NZ Ball,NZ Jersey,Orange,Dosbrak
717,Old,BA Snapback,,,,Ball,NZ Away Jersey,Orange,Dosbrak
718,Old,,Haka,,,Diamond Ball,Yellow Jersey,Black,Dosbrak
719,Standard,,,,,Ball,NZ Old Jersey,Black,Dosbrak
720,Standard,BA Snapback,,,,Old Ball,Solana Jersey,Red,Dosbrak
721,Standard,,,,Wayfarers,Ball,Blue Suit,Orange,Dosbrak
722,Standard,,Sweat,,,Egg Ball,Yellow Jersey,Black,Dosbrak
723,Standard,,,,,NZ Ball,NZ Away Jersey,Gold,Dosbrak
724,Standard,,Haka,,Eye Injury,Ball,Solana Jersey,Red,Dosbrak
725,Standard,,,,,Fire Ball,Shirt,Red,Dosbrak
726,Standard,Hat,,Solana Mouthguard,,Old Ball,Solana Jersey,Red,Dosbrak
727,Old,,,,,Crown Ball,NZ Jersey,Orange,Dosbrak
728,Standard,BA Snapback,,,Wayfarers,Ball,Solana Jersey,Gold,Dosbrak
729,Old,,Haka,,Wayfarers,,Black Tie,Purple,Dosbrak
730,Young,Hat,Haka,,,Ball,Shirt,Purple,Dosbrak
731,Old,Headband,,,,,NZ Jersey,Purple,Dosbrak
732,Old,BA Snapback,Sweat,Solana Mouthguard,,Crown Ball,NZ Jersey,Blue,Dosbrak
733,Young,Hat,,Solana Mouthguard,,Old Ball,NZ Jersey,Purple,Dosbrak
734,Standard,BA Snapback,,,,NZ Ball,Solana Jersey,Purple,Dosbrak
735,Young,Halo,,,,Old Ball,Blue Suit,Red,Dosbrak
736,Standard,,,Diamond Grill,,Ball,Yellow Jersey,Orange,Dosbrak
737,Standard,,Haka,,,Boom Box,CM Jersey,Orange,Dosbrak
738,Standard,,,,Eye Injury,Egg Ball,Yellow Jersey,Red,Dosbrak
739,Standard,,,NZ Mouth Guard,,,Solana Jersey,Red,Dosbrak
740,Standard,,,Diamond Grill,Wayfarers,,NZ Jersey,Red,Dosbrak
741,Standard,,Haka,,,Egg Ball,CM Jersey,Orange,Dosbrak
742,Old,,,NZ Mouth Guard,Eye Injury,,Solana Jersey,Black,Dosbrak
743,Standard,,,,Wayfarers,Egg Ball,NZ Jersey,New Zealand,Dosbrak
744,Young,Hat,,NZ Mouth Guard,,NZ Ball,NZ Jersey,Red,Dosbrak
745,Standard,,,Solana Mouthguard,,Crown Ball,NZ Old Jersey,Red,Dosbrak
746,Standard,,Sweat,,Wayfarers,Boots,Solana Jersey,Black,Dosbrak
747,Standard,,,Solana Mouthguard,Wayfarers,Egg Ball,Solana Jersey,Black,Dosbrak
748,Standard,,,,,Fire Ball,CM Jersey,Red,Dosbrak
749,Standard,,,,Wayfarers,Old Ball,CM Jersey,Red,Dosbrak
750,Old,Headband,,,Laser Eyes,Boots,Shirt,Blockasset,Dosbrak
751,Standard,Hat,Haka,,,Old Ball,Shirt,Black,Dosbrak
752,Standard,,Haka,,,Ball,NZ Jersey,Red,Dosbrak
753,Standard,,,,Wayfarers,Ball,Yellow Jersey,Orange,Dosbrak
754,Standard,,,,,,Shirt,Blue,Dosbrak
755,Standard,,Haka,,Wayfarers,Boots,Solana Jersey,Black,Dosbrak
756,Standard,,Sweat,Solana Mouthguard,Wayfarers,,NZ Away Jersey,Red,Dosbrak
757,Standard,,,Diamond Grill,,,NZ Jersey,Red,Dosbrak
758,Young,,,NZ Mouth Guard,,Old Ball,NZ Jersey,Black,Dosbrak
759,Old,Halo,Haka,,Wayfarers,,CM Jersey,Blue,Dosbrak
760,Young,,,Solana Mouthguard,Laser Eyes,NZ Ball,Blue Suit,Blue,Dosbrak
761,Standard,Hat,Haka,,,Old Ball,Black Tie,Orange,Dosbrak
762,Standard,BA Snapback,Haka,,,Ball,Blue Suit,Orange,Dosbrak
763,Standard,,,,Eye Injury,Fire Ball,Solana Jersey,Gold,Dosbrak
764,Standard,,Haka,,Eye Injury,Crown Ball,Shirt,Black,Dosbrak
765,Standard,,,,Wayfarers,Crown Ball,NZ Old Jersey,Gold,Dosbrak
766,Standard,Halo,,Solana Mouthguard,,Ball,Yellow Jersey,Black,Dosbrak
767,Standard,Hat,,,,Egg Ball,Blue Suit,Blue,Dosbrak
768,Standard,Hat,,,,,NZ Jersey,Blue,Dosbrak
769,Young,,,Diamond Grill,Eye Injury,Boots,NZ Away Jersey,Black,Dosbrak
770,Standard,,,,,,NZ Away Jersey,Gold,Dosbrak
771,Young,,,,Wayfarers,Egg Ball,NZ Jersey,Purple,Dosbrak
772,Old,,,Solana Mouthguard,,Crown Ball,NZ Jersey,Black,Dosbrak
773,Standard,,,,Eye Injury,Egg Ball,NZ Away Jersey,Blue,Dosbrak
774,Standard,Halo,,,,,NZ Away Jersey,Blue,Dosbrak
775,Standard,BA Snapback,Sweat,NZ Mouth Guard,,,NZ Old Jersey,Black,Dosbrak
776,Standard,Hat,Haka,,Wayfarers,NZ Ball,Black Tie,Gold,Dosbrak
777,Standard,,,,Eye Injury,,Solana Jersey,Orange,Dosbrak
778,Old,Halo,,NZ Mouth Guard,Laser Eyes,Boots,CM Jersey,Purple,Dosbrak
779,Standard,,,Dosbrak Bandana,,Egg Ball,NZ Jersey,Purple,Dosbrak
780,Standard,,,,Wayfarers,NZ Ball,NZ Old Jersey,Blue,Dosbrak
781,Old,,Haka,,,Boots,CM Jersey,Blockasset,Dosbrak
782,Standard,,,Solana Mouthguard,,Fire Ball,Yellow Jersey,Purple,Dosbrak
783,Old,,,,,,Solana Jersey,Red,Dosbrak
784,Old,,Sweat,,,,Solana Jersey,Purple,Dosbrak
785,Standard,,,,,Crown Ball,Yellow Jersey,Red,Dosbrak
786,Standard,Headband,Haka,,Laser Eyes,Egg Ball,Shirt,Orange,Dosbrak
787,Standard,,,,Laser Eyes,Ball,CM Jersey,Black,Dosbrak
788,Old,Halo,,,Wayfarers,,NZ Away Jersey,Blue,Dosbrak
789,Standard,,,,,Old Ball,Blue Suit,Red,Dosbrak
790,Standard,,,,Laser Eyes,Boots,Solana Jersey,Blue,Dosbrak
791,Old,Halo,,Solana Mouthguard,,Gold Chain,Blue Suit,Purple,Dosbrak
792,Standard,BA Snapback,Haka,,,Ball,NZ Away Jersey,Black,Dosbrak
793,Standard,BA Snapback,,,,Egg Ball,Shirt,Red,Dosbrak
794,Standard,BA Snapback,Haka,,,NZ Ball,CM Jersey,Black,Dosbrak
795,Standard,,,,Eye Injury,Ball,CM Jersey,Orange,Dosbrak
796,Standard,,,NZ Mouth Guard,Eye Injury,,Solana Jersey,Gold,Dosbrak
797,Old,,,,Wayfarers,Crown Ball,NZ Jersey,Blue,Dosbrak
798,Old,,,,,Fire Ball,Solana Jersey,Red,Dosbrak
799,Standard,Headband,,Solana Mouthguard,,NZ Ball,NZ Away Jersey,Orange,Dosbrak
800,Standard,Hat,Haka,,,Old Ball,Blue Suit,Orange,Dosbrak
801,Young,,Haka,,,,NZ Away Jersey,Purple,Dosbrak
802,Standard,Headband,,,,,NZ Jersey,Red,Dosbrak
803,Standard,,,,Eye Injury,Crown Ball,Yellow Jersey,Black,Dosbrak
804,Standard,,Haka,,,Boots,Solana Jersey,Orange,Dosbrak
805,Standard,,Haka,,,Ball,NZ Old Jersey,Purple,Dosbrak
806,Old,,,NZ Mouth Guard,,Boots,Shirt,Black,Dosbrak
807,Standard,,,,Eye Injury,Ball,NZ Away Jersey,Black,Dosbrak
808,Old,,,,,Crown Ball,Shirt,Purple,Dosbrak
809,Standard,Headband,Haka,,Laser Eyes,Old Ball,CM Jersey,Blue,Dosbrak
810,Standard,,,,,Boots,Shirt,Purple,Dosbrak
811,Standard,Halo,,,,,NZ Away Jersey,Orange,Dosbrak
812,Old,,Haka,,Eye Injury,Boom Box,NZ Jersey,Black,Dosbrak
813,Young,,,NZ Mouth Guard,Eye Injury,NZ Ball,Shirt,Blockasset,Dosbrak
814,Young,,,,Eye Injury,Ball,Blue Suit,Blue,Dosbrak
815,Young,,,,Eye Injury,Egg Ball,Blue Suit,Blue,Dosbrak
816,Standard,,,NZ Mouth Guard,,Ball,NZ Away Jersey,Purple,Dosbrak
817,Old,,,,,,Solana Jersey,New Zealand,Dosbrak
818,Young,,,,,NZ Ball,NZ Jersey,Orange,Dosbrak
819,Old,,,,,NZ Ball,NZ Away Jersey,Red,Dosbrak
820,Young,,,,,Fire Ball,NZ Old Jersey,Purple,Dosbrak
821,Old,,,,,Boots,CM Jersey,Black,Dosbrak
822,Standard,,Haka,,,Fire Ball,NZ Jersey,Black,Dosbrak
823,Standard,,,,,Ball,NZ Away Jersey,Blockasset,Dosbrak
824,Young,Headband,Sweat,NZ Mouth Guard,,Old Ball,CM Jersey,Orange,Dosbrak
825,Standard,Headband,Haka,,,,CM Jersey,Black,Dosbrak
826,Standard,Hat,Sweat,,,Ball,CM Jersey,Blockasset,Dosbrak
827,Old,Crown,Sweat,,,Old Ball,Yellow Jersey,Orange,Dosbrak
828,Standard,,,,Eye Injury,,NZ Jersey,Black,Dosbrak
829,Standard,BA Snapback,,Diamond Grill,,,Solana Jersey,Black,Dosbrak
830,Standard,Headband,Haka,,Wayfarers,Boom Box,Shirt,Red,Dosbrak
831,Old,Halo,,,,Egg Ball,NZ Jersey,Purple,Dosbrak
832,Standard,BA Snapback,,NZ Mouth Guard,Wayfarers,NZ Ball,Yellow Jersey,Red,Dosbrak
833,Standard,Hat,,NZ Mouth Guard,Laser Eyes,Gold Chain,Blue Suit,Blue,Dosbrak
834,Young,,Haka,,,NZ Ball,NZ Jersey,Orange,Dosbrak
835,Old,Halo,Sweat,,Wayfarers,Fire Ball,CM Jersey,Black,Dosbrak
836,Standard,BA Snapback,,,Laser Eyes,Gold Chain,NZ Jersey,Blue,Dosbrak
837,Standard,Headband,,,Wayfarers,Ball,Shirt,Orange,Dosbrak
838,Young,Halo,Haka,,Wayfarers,,NZ Away Jersey,Orange,Dosbrak
839,Standard,,,,Wayfarers,Fire Ball,Shirt,Orange,Dosbrak
840,Old,,,Solana Mouthguard,,,Solana Jersey,Gold,Dosbrak
841,Old,,,,Eye Injury,Egg Ball,Solana Jersey,Blockasset,Dosbrak
842,Old,,,,,Ball,Solana Jersey,Purple,Dosbrak
843,Old,Headband,,,,Old Ball,Blue Suit,Orange,Dosbrak
844,Standard,BA Snapback,,,,Crown Ball,Shirt,Red,Dosbrak
845,Old,Headband,,,,Crown Ball,Shirt,Orange,Dosbrak
846,Old,Halo,,NZ Mouth Guard,,Ball,Shirt,Gold,Dosbrak
847,Standard,Halo,,,,Fire Ball,Yellow Jersey,Blue,Dosbrak
848,Standard,,,,,Boots,NZ Jersey,Black,Dosbrak
849,Standard,,Haka,,Eye Injury,,Yellow Jersey,Purple,Dosbrak
850,Standard,Hat,,,,Fire Ball,Solana Jersey,Orange,Dosbrak
851,Standard,,,,,,Solana Jersey,Purple,Dosbrak
852,Standard,,,,,Egg Ball,Solana Jersey,Red,Dosbrak
853,Standard,,,,,Boots,NZ Old Jersey,Black,Dosbrak
854,Old,Headband,Haka,,Laser Eyes,Boots,NZ Jersey,Red,Dosbrak
855,Young,Headband,Sweat,Diamond Grill,,Egg Ball,NZ Away Jersey,Orange,Dosbrak
856,Standard,,,,,Boots,Shirt,Orange,Dosbrak
857,Standard,,,Solana Mouthguard,,Old Ball,CM Jersey,Red,Dosbrak
858,Old,Hat,Haka,,,Old Ball,NZ Away Jersey,Black,Dosbrak
859,Standard,,,Solana Mouthguard,,Fire Ball,NZ Jersey,Purple,Dosbrak
860,Standard,,Haka,,,Egg Ball,NZ Jersey,Black,Dosbrak
861,Standard,Hat,,,Laser Eyes,Gold Chain,Solana Jersey,Black,Dosbrak
862,Young,BA Snapback,Sweat,,Laser Eyes,Gold Chain,NZ Jersey,Purple,Dosbrak
863,Old,Hat,,Solana Mouthguard,Laser Eyes,Crown Ball,Solana Jersey,Red,Dosbrak
864,Young,,Sweat,,Wayfarers,Gold Chain,Yellow Jersey,Black,Dosbrak
865,Young,,,NZ Mouth Guard,,Egg Ball,NZ Jersey,Orange,Dosbrak
866,Standard,BA Snapback,,,,NZ Ball,Solana Jersey,Orange,Dosbrak
867,Standard,BA Snapback,,,,Boots,NZ Jersey,Red,Dosbrak
868,Standard,Headband,,,,NZ Ball,Shirt,Blue,Dosbrak
869,Standard,Headband,Haka,,,Boots,NZ Old Jersey,Red,Dosbrak
870,Young,,,Solana Mouthguard,,Boots,NZ Jersey,Red,Dosbrak
871,Old,,,NZ Mouth Guard,,Crown Ball,CM Jersey,Black,Dosbrak
872,Standard,Hat,,Solana Mouthguard,,Old Ball,NZ Jersey,Black,Dosbrak
873,Standard,BA Snapback,Haka,,,Ball,NZ Jersey,Blue,Dosbrak
874,Young,,,Solana Mouthguard,Eye Injury,,NZ Jersey,Black,Dosbrak
875,Standard,Hat,Haka,,Wayfarers,Gold Chain,NZ Jersey,Gold,Dosbrak
876,Old,Hat,Sweat,,,Boom Box,NZ Jersey,Black,Dosbrak
877,Standard,Halo,,,,Crown Ball,Solana Jersey,Orange,Dosbrak
878,Standard,,Bane,NZ Mouth Guard,Eye Injury,Egg Ball,Shirt,Orange,Dosbrak
879,Standard,BA Snapback,,,,Crown Ball,NZ Jersey,Black,Dosbrak
880,Old,Headband,,Diamond Grill,,,Solana Jersey,Red,Dosbrak
881,Standard,Halo,Sweat,,Wayfarers,Boots,CM Jersey,Black,Dosbrak
882,Old,,,Solana Mouthguard,Eye Injury,Old Ball,Shirt,Black,Dosbrak
883,Standard,,,,Eye Injury,,NZ Old Jersey,Red,Dosbrak
884,Standard,,Sweat,,Wayfarers,Crown Ball,NZ Jersey,Black,Dosbrak
885,Standard,,,,Eye Injury,Crown Ball,NZ Jersey,Blue,Dosbrak
886,Standard,,,Solana Mouthguard,Laser Eyes,,Solana Jersey,Purple,Dosbrak
887,Standard,,Sweat,,Eye Injury,Ball,NZ Jersey,Orange,Dosbrak
888,Standard,,,,,Boots,CM Jersey,Purple,Dosbrak
889,Standard,,Haka,,,Boom Box,Blue Suit,Red,Dosbrak
890,Old,Hat,Haka,,Wayfarers,,NZ Jersey,Orange,Dosbrak
891,Old,BA Snapback,,Diamond Grill,Wayfarers,Boots,Yellow Jersey,Red,Dosbrak
892,Standard,Headband,,,,,Blue Suit,Black,Dosbrak
893,Standard,,,,,Old Ball,NZ Away Jersey,Blue,Dosbrak
894,Standard,BA Snapback,Haka,,Wayfarers,Old Ball,CM Jersey,Purple,Dosbrak
895,Standard,,,,Eye Injury,Old Ball,Black Tie,Black,Dosbrak
896,Standard,,,NZ Mouth Guard,,NZ Ball,NZ Jersey,Black,Dosbrak
897,Old,,,,Wayfarers,,NZ Old Jersey,Black,Dosbrak
898,Old,,,,Eye Injury,Old Ball,Solana Jersey,Blue,Dosbrak
899,Standard,,Sweat,,,Boots,NZ Old Jersey,Black,Dosbrak
900,Standard,,,,Eye Injury,,NZ Away Jersey,Black,Dosbrak
901,Standard,BA Snapback,,Solana Mouthguard,,Crown Ball,Solana Jersey,Black,Dosbrak
902,Standard,,,,,,CM Jersey,Blue,Dosbrak
903,Young,,,,,Crown Ball,Solana Jersey,Purple,Dosbrak
904,Standard,,,,,Boots,Shirt,Blue,Dosbrak
905,Old,Headband,,,,NZ Ball,NZ Away Jersey,Orange,Dosbrak
906,Old,,Sweat,,,,NZ Jersey,Gold,Dosbrak
907,Young,,,,,Fire Ball,Shirt,Red,Dosbrak
908,Young,,,Diamond Grill,,Egg Ball,Black Tie,Blue,Dosbrak
909,Standard,,Sweat,NZ Mouth Guard,,Fire Ball,NZ Jersey,Red,Dosbrak
910,Young,,,,Eye Injury,Ball,NZ Away Jersey,Blue,Dosbrak
911,Standard,Hat,,,,Old Ball,NZ Jersey,Black,Dosbrak
912,Old,BA Snapback,,,,Gold Chain,NZ Old Jersey,Black,Dosbrak
913,Standard,,,,Laser Eyes,,Blue Suit,Blue,Dosbrak
914,Old,,,NZ Mouth Guard,,Crown Ball,NZ Old Jersey,Black,Dosbrak
915,Standard,,,NZ Mouth Guard,Eye Injury,Old Ball,NZ Jersey,Red,Dosbrak
916,Standard,,,NZ Mouth Guard,,Ball,NZ Old Jersey,Blue,Dosbrak
917,Standard,BA Snapback,,,Wayfarers,Gold Chain,Solana Jersey,Red,Dosbrak
918,Standard,,,,,Crown Ball,Solana Jersey,Red,Dosbrak
919,Standard,BA Snapback,,Solana Mouthguard,,Boots,NZ Away Jersey,Purple,Dosbrak
920,Standard,,Sweat,Diamond Grill,Wayfarers,,NZ Old Jersey,Purple,Dosbrak
921,Standard,Headband,,NZ Mouth Guard,Laser Eyes,,Solana Jersey,Orange,Dosbrak
922,Standard,BA Snapback,,NZ Mouth Guard,,Gold Chain,CM Jersey,Purple,Dosbrak
923,Standard,Hat,Haka,,,Ball,NZ Jersey,Orange,Dosbrak
924,Standard,Hat,,,,,Solana Jersey,Blue,Dosbrak
925,Standard,Halo,,,,Boots,NZ Jersey,Blue,Dosbrak
926,Old,,,NZ Mouth Guard,Eye Injury,Old Ball,NZ Jersey,Orange,Dosbrak
927,Standard,,Bane,,Eye Injury,Gold Chain,Shirt,Red,Dosbrak
928,Standard,Crown,Haka,,,Fire Ball,NZ Jersey,Red,Dosbrak
929,Standard,,,,,NZ Ball,Solana Jersey,Purple,Dosbrak
930,Standard,BA Snapback,,,,Old Ball,Solana Jersey,Blue,Dosbrak
931,Young,Headband,,,,Crown Ball,CM Jersey,Black,Dosbrak
932,Standard,,Bane,NZ Mouth Guard,,,CM Jersey,Blue,Dosbrak
933,Standard,Halo,,Solana Mouthguard,,Fire Ball,Solana Jersey,Purple,Dosbrak
934,Standard,Halo,,Solana Mouthguard,,Old Ball,CM Jersey,Orange,Dosbrak
935,Young,Hat,Haka,,,Gold Chain,CM Jersey,Blue,Dosbrak
936,Standard,BA Snapback,Haka,,Wayfarers,,NZ Jersey,Blockasset,Dosbrak
937,Standard,Hat,,,,Boom Box,NZ Away Jersey,Black,Dosbrak
938,Standard,,Haka,,,Boots,NZ Old Jersey,Blockasset,Dosbrak
939,Standard,,,Solana Mouthguard,Laser Eyes,Egg Ball,Solana Jersey,Blockasset,Dosbrak
940,Standard,,,,,NZ Ball,NZ Jersey,Black,Dosbrak
941,Old,,Haka,,Eye Injury,Fire Ball,Blue Suit,Orange,Dosbrak
942,Standard,Halo,,,,,CM Jersey,Purple,Dosbrak
943,Standard,,,,Wayfarers,NZ Ball,CM Jersey,Gold,Dosbrak
944,Young,,,,Eye Injury,,NZ Jersey,Orange,Dosbrak
945,Standard,,Bane,,,Egg Ball,NZ Old Jersey,Blue,Dosbrak
946,Standard,,Haka,,,Old Ball,Shirt,Red,Dosbrak
947,Standard,,,,,Crown Ball,NZ Jersey,Purple,Dosbrak
948,Standard,Hat,,,,Crown Ball,CM Jersey,Blockasset,Dosbrak
949,Old,Halo,,,,NZ Ball,Blue Suit,Purple,Dosbrak
950,Old,,,,Wayfarers,Old Ball,Shirt,Blockasset,Dosbrak
951,Standard,,,,,Egg Ball,Blue Suit,Orange,Dosbrak
952,Standard,,Haka,,Wayfarers,Crown Ball,Shirt,Red,Dosbrak
953,Standard,,,,,NZ Ball,CM Jersey,Red,Dosbrak
954,Standard,BA Snapback,,,,Ball,Blue Suit,Black,Dosbrak
955,Standard,,,Diamond Grill,Wayfarers,,CM Jersey,Red,Dosbrak
956,Old,,,Solana Mouthguard,Wayfarers,,Blue Suit,Blue,Dosbrak
957,Young,,,,Wayfarers,Boom Box,Black Tie,Blue,Dosbrak
958,Old,,,,,,CM Jersey,Purple,Dosbrak
959,Standard,Headband,,,,Old Ball,NZ Jersey,Purple,Dosbrak
960,Standard,,,,Wayfarers,Old Ball,Blue Suit,Black,Dosbrak
961,Old,,,,,Old Ball,Blue Suit,Blue,Dosbrak
962,Old,,,Solana Mouthguard,Laser Eyes,NZ Ball,Solana Jersey,Purple,Dosbrak
963,Standard,,,Diamond Grill,Wayfarers,,Blue Suit,Red,Dosbrak
964,Standard,Headband,Haka,,Wayfarers,NZ Ball,Shirt,Blue,Dosbrak
965,Old,,,,Eye Injury,Old Ball,Yellow Jersey,Red,Dosbrak
966,Standard,,Haka,,Eye Injury,,Yellow Jersey,Red,Dosbrak
967,Young,,,,,Old Ball,NZ Away Jersey,Red,Dosbrak
968,Standard,,,,,Old Ball,Yellow Jersey,Red,Dosbrak
969,Standard,,Sweat,,Laser Eyes,Ball,NZ Jersey,Red,Dosbrak
970,Old,Hat,,Solana Mouthguard,Wayfarers,,Shirt,Black,Dosbrak
971,Young,,Haka,,,Ball,CM Jersey,Black,Dosbrak
972,Standard,Headband,Haka,,,NZ Ball,Yellow Jersey,Black,Dosbrak
973,Standard,Headband,Haka,,,Egg Ball,Solana Jersey,Black,Dosbrak
974,Standard,BA Snapback,,,Laser Eyes,Old Ball,Blue Suit,Blue,Dosbrak
975,Standard,,,Dosbrak Bandana,,,Blue Suit,Red,Dosbrak
976,Standard,BA Snapback,Bane,Solana Mouthguard,Laser Eyes,Crown Ball,Blue Suit,Purple,Dosbrak
977,Standard,Headband,,,Wayfarers,Old Ball,Blue Suit,Black,Dosbrak
978,Standard,,,,Eye Injury,,Blue Suit,Orange,Dosbrak
979,Old,,Haka,,,NZ Ball,NZ Jersey,Purple,Dosbrak
980,Young,Halo,Haka,,,Crown Ball,CM Jersey,Red,Dosbrak
981,Standard,,,,,Old Ball,Yellow Jersey,Purple,Dosbrak
982,Standard,,Haka,,Eye Injury,NZ Ball,Blue Suit,Red,Dosbrak
983,Old,,,NZ Mouth Guard,Wayfarers,,NZ Away Jersey,Orange,Dosbrak
984,Old,,Haka,,,,Blue Suit,Blue,Dosbrak
985,Young,,,Solana Mouthguard,Eye Injury,Crown Ball,Yellow Jersey,Red,Dosbrak
986,Young,,,NZ Mouth Guard,,Crown Ball,Astronaut,Blockasset,Dosbrak
987,Old,Hat,Sweat,,Laser Eyes,Old Ball,NZ Jersey,Orange,Dosbrak
988,Old,Headband,Bane,,,Crown Ball,Shirt,Orange,Dosbrak
989,Standard,Halo,,,Wayfarers,Crown Ball,Black Tie,Orange,Dosbrak
990,Young,,,NZ Mouth Guard,Eye Injury,Ball,NZ Old Jersey,Orange,Dosbrak
991,Standard,,,,,NZ Ball,NZ Away Jersey,Orange,Dosbrak
992,Old,,,,,,Solana Jersey,Blue,Dosbrak
993,Old,Hat,,,Wayfarers,Old Ball,Solana Jersey,Blue,Dosbrak
994,Standard,,,,Laser Eyes,NZ Ball,Shirt,Orange,Dosbrak
995,Standard,Halo,Haka,,,Ball,Solana Jersey,Black,Dosbrak
996,Standard,BA Snapback,,,Wayfarers,Egg Ball,Solana Jersey,Blue,Dosbrak
997,Standard,,,Solana Mouthguard,,NZ Ball,Blue Suit,Red,Dosbrak
998,Standard,Headband,Bane,NZ Mouth Guard,,Ball,Blue Suit,Orange,Dosbrak
999,Standard,,,,Wayfarers,Crown Ball,NZ Away Jersey,Blue,Dosbrak
1000,Standard,Headband,,,,,Shirt,Black,Dosbrak
1001,Young,Headband,,Diamond Grill,,Egg Ball,NZ Old Jersey,Blue,Dosbrak
1002,Standard,BA Snapback,Haka,,Wayfarers,Old Ball,Solana Jersey,Orange,Dosbrak
1003,Standard,,,,Eye Injury,Old Ball,CM Jersey,Black,Dosbrak
1004,Old,Halo,Haka,,,Crown Ball,Shirt,Blue,Dosbrak
1005,Standard,,,,,Ball,Solana Jersey,Blue,Dosbrak
1006,Standard,,,,Wayfarers,,Solana Jersey,Blue,Dosbrak
1007,Old,Hat,,,,Ball,NZ Away Jersey,Orange,Dosbrak
1008,Old,,Haka,,Wayfarers,Egg Ball,CM Jersey,Orange,Dosbrak
1009,Young,Hat,Sweat,,,Boots,NZ Old Jersey,Orange,Dosbrak
1010,Standard,,Sweat,NZ Mouth Guard,Eye Injury,Crown Ball,NZ Jersey,Purple,Dosbrak
1011,Old,,,,,Fire Ball,NZ Away Jersey,Black,Dosbrak
1012,Standard,,,,Wayfarers,Egg Ball,Shirt,Purple,Dosbrak
1013,Standard,,Sweat,NZ Mouth Guard,,Boots,CM Jersey,Black,Dosbrak
1014,Standard,Headband,Sweat,Solana Mouthguard,Laser Eyes,Crown Ball,Solana Jersey,Red,Dosbrak
1015,Standard,Headband,Haka,,,Ball,NZ Away Jersey,Red,Dosbrak
1016,Standard,Hat,,,Wayfarers,Crown Ball,Solana Jersey,Red,Dosbrak
1017,Standard,Halo,,,Laser Eyes,Crown Ball,Blue Suit,Blue,Dosbrak
1018,Old,,,,,Egg Ball,Solana Jersey,Blockasset,Dosbrak
1019,Standard,,,Diamond Grill,,NZ Ball,NZ Jersey,Black,Dosbrak
1020,Standard,,,NZ Mouth Guard,,,NZ Jersey,Black,Dosbrak
1021,Old,,Haka,,,NZ Ball,NZ Jersey,Red,Dosbrak
1022,Standard,Halo,Sweat,,,Crown Ball,NZ Jersey,Blue,Dosbrak
1023,Old,,,Solana Mouthguard,,Egg Ball,Solana Jersey,Black,Dosbrak
1024,Standard,,,,Eye Injury,Old Ball,NZ Away Jersey,Purple,Dosbrak
1025,Standard,,,,,NZ Ball,NZ Away Jersey,Red,Dosbrak
1026,Standard,BA Snapback,Haka,,Wayfarers,Old Ball,NZ Jersey,Blockasset,Dosbrak
1027,Standard,Headband,Haka,,,Crown Ball,NZ Old Jersey,Orange,Dosbrak
1028,Standard,Headband,Haka,,,Egg Ball,NZ Away Jersey,Purple,Dosbrak
